date,volume,open,high,low,close
2017/06/23,"39,686,091",218.0,218.5,217.0,217.0
2017/06/26,"60,140,797",212.0,215.0,212.0,215.0
2017/06/27,"44,504,785",214.0,214.0,211.0,211.5
2017/06/28,"52,273,921",209.5,210.0,208.0,208.5
2017/06/29,"27,049,234",210.5,210.5,208.5,210.0
2017/06/30,"31,709,978",206.5,208.5,206.5,208.5
2017/07/04,"21,592,272",208.0,208.5,207.0,207.0
2017/07/05,"23,463,030",207.0,208.5,206.5,208.5
2017/07/06,"15,260,726",208.0,208.5,207.0,207.5
2017/07/07,"21,567,705",207.0,207.5,205.5,206.0
2017/07/10,"13,326,526",206.5,207.0,206.0,206.0
2017/07/11,"34,593,975",208.0,212.0,207.5,212.0
2017/07/12,"26,887,728",211.0,212.5,210.5,210.5
2017/07/13,"50,136,849",212.0,216.0,211.5,214.5
2017/07/14,"22,364,167",213.0,214.5,212.0,213.0
2017/07/17,"21,400,126",215.0,215.5,211.5,213.0
2017/07/18,"18,756,453",213.0,214.0,212.0,214.0
2017/07/19,"20,661,381",212.5,215.0,212.5,214.5
2017/07/20,"20,795,770",215.0,215.5,214.0,215.5
2017/07/21,"15,422,136",214.0,215.0,213.5,214.0
2017/07/24,"20,002,702",213.5,214.5,213.0,214.5
2017/07/25,"13,853,196",214.0,214.5,213.5,214.0
2017/07/26,"15,900,563",215.0,215.0,212.5,213.0
2017/07/27,"23,045,021",213.5,216.0,213.5,215.5
2017/07/28,"21,121,133",213.0,214.0,212.5,213.0
2017/07/31,"20,363,314",211.5,214.5,211.5,214.5
2017/08/02,"30,528,035",214.0,216.0,214.0,216.0
2017/08/03,"27,097,397",213.0,214.0,212.5,213.5
2017/08/04,"22,187,420",213.5,214.0,212.5,213.0
2017/08/07,"21,594,977",213.5,216.5,213.5,216.0
2017/08/08,"25,223,804",217.5,219.0,216.0,217.5
2017/08/09,"28,129,447",215.0,215.5,213.5,214.5
2017/08/10,"27,440,049",215.5,215.5,212.5,214.0
2017/08/11,"41,592,129",211.0,213.5,210.5,212.5
2017/08/14,"29,414,616",213.5,214.0,210.0,211.0
2017/08/15,"14,385,915",213.0,214.5,213.0,214.0
2017/08/16,"25,206,990",214.5,214.5,211.0,213.0
2017/08/17,"8,353,232",213.5,214.0,213.0,214.0
2017/08/18,"14,363,526",212.0,213.0,211.0,212.5
2017/08/21,"13,847,499",212.5,213.0,211.5,211.5
2017/08/22,"17,330,415",213.5,214.5,213.0,214.5
2017/08/23,"11,757,917",215.5,216.0,214.0,215.5
2017/08/24,"15,426,842",216.0,217.0,215.5,217.0
2017/08/25,"10,975,387",217.5,217.5,216.0,217.5
2017/08/28,"16,512,159",215.0,216.5,215.0,216.0
2017/08/29,"16,561,161",216.0,216.0,215.0,216.0
2017/08/30,"19,674,310",216.0,218.0,216.0,217.5
2017/08/31,"26,945,202",217.5,218.0,215.5,216.5
2017/09/04,"15,053,185",216.5,218.0,215.5,217.5
2017/09/05,"34,514,275",218.0,218.0,216.5,218.0
2017/09/06,"28,148,528",216.5,218.0,216.0,217.0
2017/09/07,"19,198,540",218.0,218.5,216.0,217.0
2017/09/08,"25,512,045",217.0,218.0,216.5,218.0
2017/09/11,"19,387,886",219.0,219.5,216.5,217.0
2017/09/12,"24,862,321",219.0,219.5,217.5,219.0
2017/09/13,"18,336,541",217.5,219.0,217.5,218.0
2017/09/14,"21,508,567",218.5,219.0,217.5,218.5
2017/09/15,"48,901,103",218.5,219.0,217.0,218.5
2017/09/18,"17,812,705",219.0,220.0,218.0,219.5
2017/09/19,"26,255,575",221.5,221.5,220.0,221.5
2017/09/20,"23,434,237",221.0,222.0,220.0,221.5
2017/09/21,"18,645,565",221.0,223.0,220.0,221.0
2017/09/22,"22,456,370",221.5,222.0,218.5,218.5
2017/09/25,"17,458,286",217.5,218.5,217.0,217.0
2017/09/26,"25,003,901",217.5,218.0,214.0,214.0
2017/09/27,"24,794,510",217.5,217.5,215.0,215.0
2017/09/28,"31,616,062",215.0,216.0,213.5,214.0
2017/09/29,"23,954,708",216.0,217.5,215.5,216.5
2017/09/30,"4,254,045",218.0,218.5,216.5,216.5
2017/10/03,"38,330,938",219.0,223.0,219.0,222.5
2017/10/05,"25,397,939",222.0,225.5,222.0,224.5
2017/10/06,"16,040,516",225.0,225.5,223.5,224.5
2017/10/11,"67,649,562",226.5,233.5,226.5,233.0
2017/10/12,"44,176,186",235.0,237.5,234.5,237.5
2017/10/13,"23,145,071",237.5,237.5,234.5,237.5
2017/10/16,"20,673,072",237.5,238.0,236.0,238.0
2017/10/17,"17,652,304",238.0,238.0,235.0,235.5
2017/10/18,"28,970,850",239.5,239.5,237.0,237.5
2017/10/19,"23,481,776",239.5,241.5,239.0,239.0
2017/10/20,"27,056,035",238.0,239.5,237.5,237.5
2017/10/23,"15,959,559",239.0,240.0,238.5,239.0
2017/10/24,"16,100,570",240.0,240.0,238.0,238.0
2017/10/25,"17,205,187",238.5,239.0,237.5,238.0
2017/10/26,"12,959,717",237.0,238.0,236.0,236.0
2017/10/27,"18,040,541",237.5,240.0,237.5,239.0
2017/10/30,"30,241,990",242.0,245.0,241.5,243.0
2017/10/31,"22,582,013",243.5,245.0,241.5,243.0
2017/11/02,"16,309,342",242.0,242.5,240.5,241.0
2017/11/03,"18,327,682",240.5,241.0,238.5,239.0
2017/11/06,"21,029,515",243.5,244.0,239.0,239.5
2017/11/07,"21,689,261",242.0,244.0,241.5,244.0
2017/11/08,"14,579,103",243.0,243.5,242.0,242.5
2017/11/09,"21,366,949",240.5,243.0,240.0,241.0
2017/11/10,"15,061,296",240.0,242.0,239.5,240.5
2017/11/13,"12,087,858",240.0,241.5,239.5,239.5
